day,user_id,position,value_prop
2020-11-01,75824,0,credits_consumer
2020-11-01,66517,0,send_money
2020-11-01,55681,0,transport
2020-11-01,55681,2,point
2020-11-01,88331,1,transport
2020-11-01,90737,1,prepaid
2020-11-01,90737,3,link_cobro
2020-11-01,51951,2,cellphone_recharge
2020-11-01,17993,0,send_money
2020-11-01,57249,0,link_cobro
2020-11-01,22465,0,transport
2020-11-01,55703,0,transport
2020-11-01,55703,1,point
2020-11-01,29015,1,transport
2020-11-01,30013,0,link_cobro
2020-11-01,81634,1,prepaid
2020-11-01,74382,2,send_money
2020-11-01,7361,1,link_cobro
2020-11-01,54439,2,point
2020-11-01,2900,0,prepaid
2020-11-01,93494,2,link_cobro
2020-11-01,46801,0,credits_consumer
2020-11-01,78988,0,cellphone_recharge
2020-11-01,84927,2,point
2020-11-01,42473,0,credits_consumer
2020-11-01,92061,0,cellphone_recharge
2020-11-01,92061,1,link_cobro
2020-11-01,65606,0,transport
2020-11-01,50799,0,cellphone_recharge
2020-11-01,60127,1,cellphone_recharge
2020-11-01,97644,1,point
2020-11-01,97644,2,transport
2020-11-01,4127,0,point
2020-11-01,6569,0,credits_consumer
2020-11-01,96440,1,transport
2020-11-01,65349,1,cellphone_recharge
2020-11-01,73501,0,credits_consumer
2020-11-01,23117,3,point
2020-11-01,56877,0,cellphone_recharge
2020-11-01,59319,0,point
2020-11-01,4595,1,credits_consumer
2020-11-01,24998,0,send_money
2020-11-01,95466,1,cellphone_recharge
2020-11-01,59844,0,cellphone_recharge
2020-11-01,26313,0,point
2020-11-01,43014,0,point
2020-11-01,73900,0,transport
2020-11-01,99870,0,prepaid
2020-11-01,10054,0,credits_consumer
2020-11-01,37507,1,link_cobro
2020-11-01,4290,1,prepaid
2020-11-01,60956,0,cellphone_recharge
2020-11-01,94906,1,prepaid
2020-11-01,69622,0,transport
2020-11-01,71725,0,cellphone_recharge
2020-11-01,61335,1,link_cobro
2020-11-01,31418,1,transport
2020-11-01,81999,1,credits_consumer
2020-11-01,47071,2,prepaid
2020-11-01,20797,0,point
2020-11-01,55044,0,transport
2020-11-01,58373,2,point
2020-11-01,51443,1,transport
2020-11-01,54371,0,point
2020-11-01,54371,3,cellphone_recharge
2020-11-01,92859,0,send_money
2020-11-01,59227,2,send_money
2020-11-01,65920,2,transport
2020-11-01,54108,0,cellphone_recharge
2020-11-01,79514,0,point
2020-11-01,68515,3,link_cobro
2020-11-01,52141,1,cellphone_recharge
2020-11-01,40588,0,point
2020-11-01,57519,0,credits_consumer
2020-11-01,71909,2,send_money
2020-11-01,79726,0,prepaid
2020-11-01,46308,0,cellphone_recharge
2020-11-01,66295,2,prepaid
2020-11-01,83466,0,credits_consumer
2020-11-01,47114,1,credits_consumer
2020-11-01,22845,0,send_money
2020-11-01,60092,2,credits_consumer
2020-11-01,60092,3,link_cobro
2020-11-01,47784,2,point
2020-11-01,40473,1,send_money
2020-11-01,28835,3,point
2020-11-01,66487,0,link_cobro
2020-11-01,4444,0,send_money
2020-11-01,25859,1,point
2020-11-01,16010,2,transport
2020-11-01,58214,0,send_money
2020-11-01,50193,1,credits_consumer
2020-11-01,17158,0,cellphone_recharge
2020-11-01,59621,0,credits_consumer
2020-11-01,22330,2,cellphone_recharge
2020-11-01,92643,1,link_cobro
2020-11-01,59732,1,credits_consumer
2020-11-01,40710,1,point
2020-11-01,99663,2,link_cobro
2020-11-01,49345,0,send_money
2020-11-01,65903,1,link_cobro
2020-11-01,50883,1,cellphone_recharge
2020-11-01,9167,1,link_cobro
2020-11-01,57205,0,link_cobro
2020-11-01,57205,1,credits_consumer
2020-11-01,82647,1,send_money
2020-11-01,62601,1,transport
2020-11-01,46315,0,cellphone_recharge
2020-11-01,46315,2,prepaid
2020-11-01,11200,0,transport
2020-11-01,15203,1,link_cobro
2020-11-01,73463,1,link_cobro
2020-11-01,42790,2,prepaid
2020-11-01,12364,0,cellphone_recharge
2020-11-01,88136,0,credits_consumer
2020-11-01,88784,0,transport
2020-11-01,86757,0,point
2020-11-01,76819,2,link_cobro
2020-11-01,64067,3,transport
2020-11-01,15939,0,point
2020-11-01,3185,2,send_money
2020-11-01,77313,0,prepaid
2020-11-01,31341,0,point
2020-11-01,20038,0,transport
2020-11-01,69723,1,send_money
2020-11-01,95660,1,link_cobro
2020-11-01,46183,0,link_cobro
2020-11-01,33901,1,prepaid
2020-11-01,78969,0,point
2020-11-01,62888,0,cellphone_recharge
2020-11-01,62888,1,credits_consumer
2020-11-01,62888,2,transport
2020-11-01,22517,0,transport
2020-11-01,2901,3,credits_consumer
2020-11-01,321,0,send_money
2020-11-01,39469,0,link_cobro
2020-11-01,59765,0,send_money
2020-11-01,59765,1,transport
2020-11-01,12540,0,credits_consumer
2020-11-01,54724,0,transport
2020-11-01,47088,3,point
2020-11-01,76408,0,prepaid
2020-11-01,71350,2,link_cobro
2020-11-01,81095,0,send_money
2020-11-01,6891,0,point
2020-11-01,6891,1,link_cobro
2020-11-01,62392,0,point
2020-11-01,40087,1,transport
2020-11-01,56006,0,credits_consumer
2020-11-01,80086,1,transport
2020-11-01,52390,0,credits_consumer
2020-11-01,52390,3,send_money
2020-11-01,24915,2,point
2020-11-01,40760,1,prepaid
2020-11-01,11624,1,credits_consumer
2020-11-01,67016,2,credits_consumer
2020-11-01,72037,0,credits_consumer
2020-11-01,72133,2,transport
2020-11-01,30075,0,link_cobro
2020-11-01,82911,1,credits_consumer
2020-11-01,82911,3,link_cobro
2020-11-01,21512,0,point
2020-11-01,19772,2,transport
2020-11-01,25946,2,link_cobro
2020-11-01,91574,1,send_money
2020-11-01,79498,1,send_money
2020-11-01,91629,1,transport
2020-11-01,91629,3,credits_consumer
2020-11-01,96523,1,credits_consumer
2020-11-01,96523,3,link_cobro
2020-11-01,21809,1,send_money
2020-11-01,73555,2,prepaid
2020-11-01,47483,1,cellphone_recharge
2020-11-01,47483,2,link_cobro
2020-11-01,13473,1,cellphone_recharge
2020-11-01,85574,0,link_cobro
2020-11-01,35297,0,send_money
2020-11-01,34022,1,prepaid
2020-11-01,66414,0,credits_consumer
2020-11-01,66414,1,cellphone_recharge
2020-11-01,22012,0,prepaid
2020-11-01,34037,1,credits_consumer
2020-11-01,55935,0,credits_consumer
2020-11-01,55935,1,point
2020-11-01,13190,2,prepaid
2020-11-01,22744,2,send_money
2020-11-01,4727,0,link_cobro
2020-11-01,56620,1,cellphone_recharge
2020-11-01,56620,2,send_money
2020-11-01,37440,1,cellphone_recharge
2020-11-01,33131,0,credits_consumer
2020-11-01,64688,1,credits_consumer
2020-11-01,64688,2,cellphone_recharge
2020-11-01,64688,3,prepaid
2020-11-01,75631,1,credits_consumer
2020-11-01,14152,0,credits_consumer
2020-11-01,68553,0,transport
2020-11-01,8235,2,link_cobro
2020-11-01,36104,3,send_money
2020-11-01,78140,1,cellphone_recharge
2020-11-01,38013,2,credits_consumer
2020-11-01,76814,0,cellphone_recharge
2020-11-01,76814,2,link_cobro
2020-11-01,8173,1,send_money
2020-11-01,55670,0,transport
2020-11-01,76665,2,prepaid
2020-11-01,31956,1,prepaid
2020-11-01,71426,0,link_cobro
2020-11-01,46800,0,send_money
2020-11-01,22142,0,prepaid
2020-11-01,34165,1,transport
2020-11-01,34165,2,link_cobro
2020-11-01,85131,3,link_cobro
2020-11-01,87492,0,link_cobro
2020-11-01,84339,0,transport
2020-11-01,78936,0,credits_consumer
2020-11-01,25633,0,prepaid
2020-11-01,25633,1,credits_consumer
2020-11-01,20677,0,send_money
2020-11-01,3276,0,point
2020-11-01,41313,2,send_money
2020-11-01,85199,0,link_cobro
2020-11-01,74179,2,send_money
2020-11-01,83831,0,link_cobro
2020-11-01,12258,1,credits_consumer
2020-11-01,17922,0,point
2020-11-01,32112,0,cellphone_recharge
2020-11-01,19940,0,send_money
2020-11-01,71703,1,send_money
2020-11-01,9059,1,credits_consumer
2020-11-01,46584,0,prepaid
2020-11-01,60205,0,send_money
2020-11-01,73475,1,point
2020-11-01,32515,0,send_money
2020-11-01,44143,1,transport
2020-11-01,53233,1,point
2020-11-01,57818,2,send_money
2020-11-01,74529,0,link_cobro
2020-11-01,93849,0,link_cobro
2020-11-01,67804,1,point
2020-11-01,68589,0,credits_consumer
2020-11-01,61581,0,cellphone_recharge
2020-11-01,20496,1,link_cobro
2020-11-01,74322,1,send_money
2020-11-01,74322,3,transport
2020-11-01,91451,2,send_money
2020-11-01,68647,0,send_money
2020-11-01,59339,0,link_cobro
2020-11-01,36509,0,credits_consumer
2020-11-01,36509,1,cellphone_recharge
2020-11-01,36509,2,send_money
2020-11-01,28012,0,send_money
2020-11-01,95524,1,point
2020-11-01,95632,0,transport
2020-11-01,40079,0,cellphone_recharge
2020-11-01,40079,3,prepaid
2020-11-01,93118,2,transport
2020-11-01,22396,0,credits_consumer
2020-11-01,32901,1,cellphone_recharge
2020-11-01,53280,1,cellphone_recharge
2020-11-01,98066,1,link_cobro
2020-11-01,4761,0,send_money
2020-11-01,58040,0,cellphone_recharge
2020-11-01,26906,3,prepaid
2020-11-01,45606,0,prepaid
2020-11-01,15407,0,send_money
2020-11-01,19929,0,transport
2020-11-01,44456,0,link_cobro
2020-11-01,78701,1,point
2020-11-01,78701,3,credits_consumer
2020-11-01,65457,0,point
2020-11-01,71146,0,transport
2020-11-01,90363,1,send_money
2020-11-01,47557,2,cellphone_recharge
2020-11-01,65888,0,point
2020-11-01,89498,0,point
2020-11-01,5942,0,send_money
2020-11-01,36756,2,link_cobro
2020-11-01,15997,0,prepaid
2020-11-01,38438,0,cellphone_recharge
2020-11-01,2992,0,transport
2020-11-01,18532,2,transport
2020-11-01,84661,1,send_money
2020-11-01,2397,2,send_money
2020-11-01,59872,2,cellphone_recharge
2020-11-01,51133,2,cellphone_recharge
2020-11-01,56124,0,link_cobro
2020-11-01,60625,0,send_money
2020-11-01,86545,0,send_money
2020-11-01,8985,0,cellphone_recharge
2020-11-01,49861,0,credits_consumer
2020-11-01,99549,1,credits_consumer
2020-11-01,5470,0,point
2020-11-01,67851,1,cellphone_recharge
2020-11-01,43171,0,cellphone_recharge
2020-11-01,91909,1,credits_consumer
2020-11-01,59198,2,prepaid
2020-11-01,53337,1,point
2020-11-01,84116,1,send_money
2020-11-01,93519,2,credits_consumer
2020-11-01,73035,0,credits_consumer
2020-11-01,6815,1,point
2020-11-01,86674,1,link_cobro
2020-11-01,52207,0,send_money
2020-11-01,6845,1,point
2020-11-01,70681,0,link_cobro
2020-11-01,12719,3,credits_consumer
2020-11-01,21720,1,cellphone_recharge
2020-11-01,57691,2,send_money
2020-11-01,3246,1,cellphone_recharge
2020-11-01,16796,1,point
2020-11-01,33806,2,point
2020-11-01,49590,0,send_money
2020-11-01,67489,0,cellphone_recharge
2020-11-01,40967,0,transport
2020-11-01,24483,1,cellphone_recharge
2020-11-01,71950,1,send_money
2020-11-01,80679,1,send_money
2020-11-01,96737,0,cellphone_recharge
2020-11-01,96737,3,link_cobro
2020-11-01,82564,1,cellphone_recharge
2020-11-01,93707,0,cellphone_recharge
2020-11-01,47629,2,prepaid
2020-11-01,25530,0,link_cobro
2020-11-01,14820,0,send_money
2020-11-01,97294,1,cellphone_recharge
2020-11-01,32391,0,send_money
2020-11-01,64551,0,prepaid
2020-11-01,2819,2,prepaid
2020-11-01,71981,1,transport
2020-11-01,8655,1,point
2020-11-01,23433,2,transport
2020-11-01,23282,1,link_cobro
2020-11-01,70000,2,cellphone_recharge
2020-11-01,71109,1,prepaid
2020-11-01,39206,1,transport
2020-11-01,85073,0,point
2020-11-01,44693,0,cellphone_recharge
2020-11-01,23154,1,prepaid
2020-11-01,23154,3,point
2020-11-01,84036,2,transport
2020-11-01,71926,0,transport
2020-11-01,49894,0,link_cobro
2020-11-01,5418,0,link_cobro
2020-11-01,48217,0,cellphone_recharge
2020-11-01,48217,2,transport
2020-11-01,68801,0,prepaid
2020-11-01,99610,2,cellphone_recharge
2020-11-01,78564,0,transport
2020-11-01,44171,0,cellphone_recharge
2020-11-01,17720,0,link_cobro
2020-11-01,32779,1,point
2020-11-01,68904,2,point
2020-11-01,57073,2,transport
2020-11-01,43194,0,cellphone_recharge
2020-11-01,21111,1,link_cobro
2020-11-01,77775,1,credits_consumer
2020-11-01,36596,2,prepaid
2020-11-01,52607,3,transport
2020-11-01,91092,2,point
2020-11-01,34715,1,prepaid
2020-11-01,34715,2,point
2020-11-01,65661,0,point
2020-11-01,65661,3,send_money
2020-11-01,58249,0,link_cobro
2020-11-01,86060,1,transport
2020-11-01,40032,1,credits_consumer
2020-11-01,78280,3,transport
2020-11-01,65813,1,link_cobro
2020-11-01,90864,3,credits_consumer
2020-11-01,80305,1,cellphone_recharge
2020-11-01,68269,1,cellphone_recharge
2020-11-01,12630,1,link_cobro
2020-11-01,12630,2,send_money
2020-11-01,63826,3,transport
2020-11-01,53705,2,credits_consumer
2020-11-01,51471,0,credits_consumer
2020-11-01,3556,0,credits_consumer
2020-11-01,3556,1,cellphone_recharge
2020-11-01,85662,1,prepaid
2020-11-01,62177,2,prepaid
2020-11-01,47811,0,link_cobro
2020-11-01,10683,2,point
2020-11-01,15510,2,send_money
2020-11-01,95925,0,send_money
2020-11-01,35259,1,point
2020-11-01,91956,1,point
2020-11-01,88477,1,transport
2020-11-01,90846,3,transport
2020-11-01,75183,1,link_cobro
2020-11-01,24926,0,send_money
2020-11-01,21369,0,transport
2020-11-01,21369,1,send_money
2020-11-01,21369,2,credits_consumer
2020-11-01,32513,1,point
2020-11-01,59404,1,link_cobro
2020-11-01,36015,0,send_money
2020-11-01,36015,2,cellphone_recharge
2020-11-01,73201,0,transport
2020-11-01,85645,0,link_cobro
2020-11-01,8129,3,cellphone_recharge
2020-11-01,72915,3,prepaid
2020-11-01,96417,0,send_money
2020-11-01,62025,0,point
2020-11-01,68195,0,transport
2020-11-01,82752,3,prepaid
2020-11-01,48202,0,transport
2020-11-01,53268,2,cellphone_recharge
2020-11-01,21381,0,credits_consumer
2020-11-01,81291,0,credits_consumer
2020-11-01,58848,0,link_cobro
2020-11-01,58848,2,prepaid
2020-11-01,56372,0,point
2020-11-01,5382,1,transport
2020-11-01,19237,2,link_cobro
2020-11-01,27862,0,point
2020-11-01,708,1,link_cobro
2020-11-01,6988,0,prepaid
2020-11-01,811,1,prepaid
2020-11-01,92138,2,prepaid
2020-11-01,38421,1,send_money
2020-11-01,16198,0,transport
2020-11-01,23035,0,cellphone_recharge
2020-11-01,58575,0,prepaid
2020-11-01,58575,1,link_cobro
2020-11-01,73990,1,transport
2020-11-01,75722,1,transport
2020-11-01,22014,1,link_cobro
2020-11-01,22014,2,prepaid
2020-11-01,81252,1,link_cobro
2020-11-01,2615,2,transport
2020-11-01,20539,1,send_money
2020-11-01,20539,2,point
2020-11-01,36215,2,link_cobro
2020-11-01,39012,2,transport
2020-11-01,47472,2,prepaid
2020-11-01,61473,0,transport
2020-11-01,44823,1,prepaid
2020-11-01,86919,0,send_money
2020-11-01,73758,0,credits_consumer
2020-11-01,10793,2,point
2020-11-01,17564,0,transport
2020-11-01,11955,0,cellphone_recharge
2020-11-01,13437,0,link_cobro
2020-11-01,90611,0,prepaid
2020-11-01,55366,2,credits_consumer
2020-11-01,45717,0,link_cobro
2020-11-01,46704,0,credits_consumer
2020-11-01,62870,1,prepaid
2020-11-01,77253,0,credits_consumer
2020-11-01,48383,1,transport
2020-11-01,1099,1,point
2020-11-01,63210,0,credits_consumer
2020-11-01,68987,3,cellphone_recharge
2020-11-01,75976,0,point
2020-11-01,20513,1,send_money
2020-11-01,50628,1,cellphone_recharge
2020-11-01,50628,2,send_money
2020-11-01,55760,1,send_money
2020-11-01,97525,1,point
2020-11-01,62122,0,prepaid
2020-11-01,68756,1,prepaid
2020-11-01,98266,0,send_money
2020-11-01,69577,3,send_money
2020-11-01,84551,1,credits_consumer
2020-11-01,14823,1,credits_consumer
2020-11-01,14349,1,link_cobro
2020-11-01,90894,2,transport
2020-11-01,75197,3,point
2020-11-01,67733,3,link_cobro
2020-11-01,52324,1,link_cobro
2020-11-01,12848,1,prepaid
2020-11-01,12848,2,credits_consumer
2020-11-01,12848,3,cellphone_recharge
2020-11-01,96346,0,cellphone_recharge
2020-11-01,67994,0,send_money
2020-11-01,27933,0,cellphone_recharge
2020-11-01,20239,2,send_money
2020-11-01,39110,2,link_cobro
2020-11-01,99157,3,transport
2020-11-01,66760,1,send_money
2020-11-01,80376,2,credits_consumer
2020-11-01,91648,2,cellphone_recharge
2020-11-01,19830,2,link_cobro
2020-11-01,11024,2,send_money
2020-11-01,17288,1,cellphone_recharge
2020-11-01,17288,2,point
2020-11-01,3113,1,cellphone_recharge
2020-11-01,60553,1,send_money
2020-11-01,16031,0,send_money
2020-11-01,69498,1,prepaid
2020-11-01,35605,1,link_cobro
2020-11-01,94944,3,link_cobro
2020-11-01,79021,2,point
2020-11-01,40384,1,credits_consumer
2020-11-01,40384,2,prepaid
2020-11-01,303,2,transport
2020-11-01,52444,2,point
2020-11-01,21430,0,credits_consumer
2020-11-01,4338,1,send_money
2020-11-01,26664,1,point
2020-11-01,43783,0,transport
2020-11-01,22921,0,point
2020-11-01,97504,3,link_cobro
2020-11-01,15189,1,point
2020-11-01,15174,0,prepaid
2020-11-01,15174,1,credits_consumer
2020-11-01,75100,1,credits_consumer
2020-11-01,75100,2,link_cobro
2020-11-01,36232,0,link_cobro
2020-11-01,36232,1,prepaid
2020-11-01,48387,0,send_money
2020-11-01,14547,3,transport
2020-11-01,90451,2,cellphone_recharge
2020-11-01,89421,1,link_cobro
2020-11-01,9909,1,transport
2020-11-01,6937,2,transport
2020-11-01,26246,0,link_cobro
2020-11-01,96830,0,point
2020-11-01,34080,0,transport
2020-11-01,34080,2,send_money
2020-11-01,48497,1,transport
2020-11-01,28671,1,prepaid
2020-11-01,81703,1,prepaid
2020-11-01,99604,0,cellphone_recharge
2020-11-01,89129,2,prepaid
2020-11-01,19035,1,prepaid
2020-11-01,49424,0,point
2020-11-01,49424,1,link_cobro
2020-11-01,2208,1,prepaid
2020-11-01,65248,3,link_cobro
2020-11-01,950,0,transport
2020-11-01,72608,0,link_cobro
2020-11-01,60772,0,point
2020-11-01,97531,1,send_money
2020-11-01,69026,0,point
2020-11-01,64214,2,point
2020-11-01,67494,2,send_money
2020-11-01,16652,0,cellphone_recharge
2020-11-01,55189,2,point
2020-11-01,20832,0,cellphone_recharge
2020-11-01,26837,1,send_money
2020-11-01,62100,1,prepaid
2020-11-01,90265,0,send_money
2020-11-01,62483,2,link_cobro
2020-11-01,62483,3,point
2020-11-01,4907,1,link_cobro
2020-11-01,65905,2,transport
2020-11-01,41468,3,link_cobro
2020-11-01,13160,1,point
2020-11-01,51894,2,cellphone_recharge
2020-11-01,11753,1,send_money
2020-11-01,85442,1,credits_consumer
2020-11-01,17425,0,link_cobro
2020-11-01,43700,1,send_money
2020-11-01,21756,2,cellphone_recharge
2020-11-01,4636,2,link_cobro
2020-11-01,95298,1,send_money
2020-11-01,43510,0,prepaid
2020-11-01,47021,0,send_money
2020-11-01,62561,0,prepaid
2020-11-01,27441,0,point
2020-11-01,26998,1,send_money
2020-11-01,60068,0,link_cobro
2020-11-01,60068,3,send_money
2020-11-01,54349,3,link_cobro
2020-11-01,32145,0,credits_consumer
2020-11-01,37643,1,credits_consumer
2020-11-01,18789,0,cellphone_recharge
2020-11-01,99930,1,cellphone_recharge
2020-11-01,3819,1,send_money
2020-11-01,3819,2,cellphone_recharge
2020-11-01,83840,2,prepaid
2020-11-01,83840,3,transport
2020-11-01,46065,0,cellphone_recharge
2020-11-01,36948,0,prepaid
2020-11-01,36948,3,credits_consumer
2020-11-01,99052,0,cellphone_recharge
2020-11-01,99052,1,prepaid
2020-11-01,77859,1,link_cobro
2020-11-01,77859,2,credits_consumer
2020-11-01,90159,1,link_cobro
2020-11-01,90159,2,cellphone_recharge
2020-11-01,13318,1,point
2020-11-01,82458,0,credits_consumer
2020-11-01,29741,1,credits_consumer
2020-11-01,18156,3,point
2020-11-01,69681,2,send_money
2020-11-01,12054,1,transport
2020-11-01,41057,2,prepaid
2020-11-01,24830,1,cellphone_recharge
2020-11-01,24830,2,point
2020-11-01,27045,2,transport
2020-11-01,27045,3,point
2020-11-01,2945,0,transport
2020-11-01,45016,1,transport
2020-11-01,57902,0,link_cobro
2020-11-01,76393,1,prepaid
2020-11-01,53774,0,prepaid
2020-11-01,53757,2,credits_consumer
2020-11-01,95897,0,send_money
2020-11-01,31158,0,cellphone_recharge
2020-11-01,31158,1,transport
2020-11-01,9617,2,transport
2020-11-01,9617,3,send_money
2020-11-01,57590,2,prepaid
2020-11-01,58401,1,link_cobro
2020-11-01,58401,3,prepaid
2020-11-01,18363,0,send_money
2020-11-01,244,0,send_money
2020-11-01,2848,2,credits_consumer
2020-11-01,85015,1,point
2020-11-01,68521,0,cellphone_recharge
2020-11-01,14714,1,send_money
2020-11-01,44336,0,cellphone_recharge
2020-11-01,61742,0,prepaid
2020-11-01,23482,2,link_cobro
2020-11-01,83748,0,link_cobro
2020-11-01,57284,1,cellphone_recharge
2020-11-01,59042,0,link_cobro
2020-11-01,24045,2,link_cobro
2020-11-01,94624,1,point
2020-11-01,94624,2,transport
2020-11-01,25932,2,send_money
2020-11-01,61647,2,transport
2020-11-01,71275,0,credits_consumer
2020-11-01,71275,1,prepaid
2020-11-01,70168,2,point
2020-11-01,39043,2,prepaid
2020-11-01,44390,1,transport
2020-11-01,35899,0,prepaid
2020-11-01,95438,3,credits_consumer
2020-11-01,10918,0,cellphone_recharge
2020-11-01,27847,2,transport
2020-11-01,18338,0,prepaid
2020-11-01,81257,1,send_money
2020-11-01,12617,2,transport
2020-11-01,59148,1,cellphone_recharge
2020-11-01,68169,1,send_money
2020-11-01,42543,1,transport
2020-11-01,19187,0,credits_consumer
2020-11-01,19187,2,prepaid
2020-11-01,52471,0,prepaid
2020-11-01,57316,2,cellphone_recharge
2020-11-01,13745,1,point
2020-11-01,98808,1,point
2020-11-01,25757,3,prepaid
2020-11-01,56073,0,point
2020-11-01,60794,0,credits_consumer
2020-11-01,52104,0,transport
2020-11-01,60915,3,prepaid
2020-11-01,789,2,point
2020-11-01,65247,0,point
2020-11-01,63843,3,send_money
2020-11-01,92794,0,transport
2020-11-01,38580,0,point
2020-11-01,64351,0,transport
2020-11-01,52285,2,transport
2020-11-01,96772,0,credits_consumer
2020-11-01,39411,2,link_cobro
2020-11-01,96268,2,credits_consumer
2020-11-01,98267,0,send_money
2020-11-01,16027,1,transport
2020-11-01,47780,2,prepaid
2020-11-01,95478,0,send_money
2020-11-01,95478,1,prepaid
2020-11-01,48839,1,transport
2020-11-01,2281,0,cellphone_recharge
2020-11-01,74979,1,credits_consumer
2020-11-01,28591,0,cellphone_recharge
2020-11-01,59936,2,send_money
2020-11-01,90576,1,transport
2020-11-01,3716,1,prepaid
2020-11-01,71878,2,credits_consumer
2020-11-01,51634,1,point
2020-11-01,28335,2,prepaid
2020-11-01,81141,0,credits_consumer
2020-11-01,35569,2,credits_consumer
2020-11-01,71858,2,transport
2020-11-01,77942,0,credits_consumer
2020-11-01,33169,2,transport
2020-11-01,29247,1,cellphone_recharge
2020-11-01,57405,2,prepaid
